Category,File,Line,Translation Key,Code Context
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,890,2fa.regenerate,"{t(""2fa.regenerate"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,914,search,"placeholder={t(""search"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,924,filter,"<SelectValue placeholder={t(""filter"")} />"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,927,filter,"<SelectItem value=""all"">{t(""filter"")}</SelectItem>"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,942,clear_filter,"{t(""clear_filter"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,997,no_results,"{t(""no_results"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1031,table.filter_tooltip,"title={isFiltered ? t(""table.filter_tooltip"") : t(""table.filter_by"", { category: pref.category })}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1045,table.modified,"{t(""table.modified"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1063,no_results,"{t(""no_results"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1072,2fa.setup_dialog.title,"<DialogTitle>{t(""2fa.setup_dialog.title"")}</DialogTitle>"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1074,2fa.setup_dialog.description,"{t(""2fa.setup_dialog.description"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1087,2fa.setup_dialog.manual_key,"{t(""2fa.setup_dialog.manual_key"")} <strong>{totpSecret}</strong>"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1092,2fa.setup_dialog.verification_code,"<Label htmlFor=""verification-code"">{t(""2fa.setup_dialog.verification_code"")}</Label>"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1095,2fa.setup_dialog.verification_placeholder,"placeholder={t(""2fa.setup_dialog.verification_placeholder"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1103,2fa.setup_dialog.verification_helper,"{t(""2fa.setup_dialog.verification_helper"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1110,2fa.setup_dialog.cancel,"{t(""2fa.setup_dialog.cancel"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1113,2fa.setup_dialog.activate,"{t(""2fa.setup_dialog.activate"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1123,2fa.backup_dialog.title,"<DialogTitle>{t(""2fa.backup_dialog.title"")}</DialogTitle>"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1125,2fa.backup_dialog.description,"{t(""2fa.backup_dialog.description"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1132,2fa.backup_dialog.warning,"{t(""2fa.backup_dialog.warning"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1148,2fa.backup_dialog.download,"{t(""2fa.backup_dialog.download"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1151,2fa.backup_dialog.saved,"{t(""2fa.backup_dialog.saved"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1161,2fa.confirm.disable_title,"<AlertDialogTitle>{t(""2fa.confirm.disable_title"") || ""Désactiver l'authentification à deux facteurs "
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1163,2fa.confirm.disable,"{t(""2fa.confirm.disable"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1167,2fa.confirm.cancel,"<AlertDialogCancel>{t(""2fa.confirm.cancel"") || ""Annuler""}</AlertDialogCancel>"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1169,2fa.confirm.confirm,"{t(""2fa.confirm.confirm"") || ""Confirmer""}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1179,2fa.confirm.regenerate_title,"<AlertDialogTitle>{t(""2fa.confirm.regenerate_title"") || ""Régénérer les codes de secours ?""}</AlertDi"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1181,2fa.confirm.regenerate,"{t(""2fa.confirm.regenerate"")}"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1185,2fa.confirm.cancel,"<AlertDialogCancel>{t(""2fa.confirm.cancel"") || ""Annuler""}</AlertDialogCancel>"
Settings,src/app/(dashboard)/settings/profile/preferences-tab.tsx,1187,2fa.confirm.confirm,"{t(""2fa.confirm.confirm"") || ""Confirmer""}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,64,validation.email_invalid,".email(t(""validation.email_invalid"")),"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,67,validation.recovery_email_invalid,".email(t(""validation.recovery_email_invalid""))"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,366,toast.error_update,"let errorMessage = t(""toast.error_update"")"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,373,toast.error_update,"errorMessage = apiError.response?.data?.detail || apiError.detail || apiError.message || t(""toast.er"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,387,loading,"return <div className=""space-y-4"">{t(""loading"")}</div>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,395,title,"<CardTitle>{t(""title"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,397,description,"{t(""description"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,412,fields.avatar.label,"<FormLabel>{t(""fields.avatar.label"")}</FormLabel>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,424,fields.avatar.helper,"{t(""fields.avatar.helper"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,440,fields.first_name.label,"<FormLabel>{t(""fields.first_name.label"")}</FormLabel>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,442,fields.first_name.placeholder,"<Input placeholder={t(""fields.first_name.placeholder"")} className=""h-11"" {...field} value={field.val"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,455,fields.last_name.label,"<FormLabel>{t(""fields.last_name.label"")}</FormLabel>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,457,fields.last_name.placeholder,"<Input placeholder={t(""fields.last_name.placeholder"")} className=""h-11"" {...field} value={field.valu"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,470,fields.initials.label,"<FormLabel>{t(""fields.initials.label"")}</FormLabel>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,472,fields.initials.placeholder,"<Input placeholder={t(""fields.initials.placeholder"")} maxLength={10} className=""h-11"" {...field} val"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,475,fields.initials.helper,"{t(""fields.initials.helper"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,553,fields.email.label,"<FormLabel>{t(""fields.email.label"")}</FormLabel>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,555,fields.email.placeholder,"<Input type=""email"" placeholder={t(""fields.email.placeholder"")} inputMode=""email"" className=""h-11 bg"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,558,fields.email.helper,"{t(""fields.email.helper"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,571,fields.recovery_email.label,"<FormLabel>{t(""fields.recovery_email.label"")}</FormLabel>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,573,fields.recovery_email.placeholder,"<Input type=""email"" placeholder={t(""fields.recovery_email.placeholder"")} inputMode=""email"" className"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,576,fields.recovery_email.helper,"{t(""fields.recovery_email.helper"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,589,fields.intranet_id.label,"<FormLabel>{t(""fields.intranet_id.label"")}</FormLabel>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,592,fields.intranet_id.placeholder,"<Input placeholder={t(""fields.intranet_id.placeholder"")} className=""h-11"" {...field} value={field.va"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,603,fields.intranet_id.access,"title={t(""fields.intranet_id.access"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,610,fields.intranet_id.helper,"{t(""fields.intranet_id.helper"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,667,fields.phone_numbers.label,"<Label>{t(""fields.phone_numbers.label"")}</Label>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,672,fields.phone_numbers.placeholder,"placeholder={t(""fields.phone_numbers.placeholder"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,703,fields.phone_numbers.helper,"{t(""fields.phone_numbers.helper"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,712,actions.updating,"loadingText={t(""actions.updating"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,714,actions.update,"{t(""actions.update"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,726,password.title,"<CardTitle>{t(""password.title"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,729,password.description,"{t(""password.description"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,735,password.current,"<Label htmlFor=""current-password"">{t(""password.current"")}</Label>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,743,password.current_placeholder,"placeholder={t(""password.current_placeholder"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,752,password.hide,"{showCurrentPassword ? t(""password.hide"") : t(""password.show"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,752,password.show,"{showCurrentPassword ? t(""password.hide"") : t(""password.show"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,758,password.new,"<Label htmlFor=""new-password"">{t(""password.new"")}</Label>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,766,password.new_placeholder,"placeholder={t(""password.new_placeholder"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,775,password.hide,"{showNewPassword ? t(""password.hide"") : t(""password.show"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,775,password.show,"{showNewPassword ? t(""password.hide"") : t(""password.show"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,781,password.confirm,"<Label htmlFor=""confirm-password"">{t(""password.confirm"")}</Label>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,789,password.confirm_placeholder,"placeholder={t(""password.confirm_placeholder"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,798,password.hide,"{showConfirmPassword ? t(""password.hide"") : t(""password.show"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,798,password.show,"{showConfirmPassword ? t(""password.hide"") : t(""password.show"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,804,password.mismatch,"<span>{t(""password.mismatch"")}</span>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,814,password.strength,"<span className=""text-muted-foreground"">{t(""password.strength"")}</span>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,837,password.requirements,"<p className=""text-xs text-muted-foreground mb-1"">{t(""password.requirements"")}</p>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,859,password.req_uppercase,"<span>{t(""password.req_uppercase"")}</span>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,872,password.req_lowercase,"<span>{t(""password.req_lowercase"")}</span>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,885,password.req_digit,"<span>{t(""password.req_digit"")}</span>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,898,password.req_special,"<span>{t(""password.req_special"")}</span>"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,910,actions.changing,"loadingText={t(""actions.changing"")}"
Settings,src/app/(dashboard)/settings/profile/profile-form.tsx,920,actions.change_password,"{t(""actions.change_password"")}"
Settings,src/app/(dashboard)/settings/queue/page.tsx,60,page.title,"title={t(""page.title"")}"
Settings,src/app/(dashboard)/settings/queue/page.tsx,61,page.description,"desc={t(""page.description"")}"
Settings,src/app/(dashboard)/settings/queue/page.tsx,78,page.title,"title={t(""page.title"")}"
Settings,src/app/(dashboard)/settings/queue/page.tsx,79,page.description,"desc={t(""page.description"")}"
Settings,src/app/(dashboard)/settings/queue/page.tsx,94,actions.refresh,"{t(""actions.refresh"")}"
Settings,src/app/(dashboard)/settings/queue/page.tsx,102,stats.active_tasks,"<CardTitle className=""text-sm font-medium"">{t(""stats.active_tasks"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,106,stats.running,"<p className=""text-xs text-muted-foreground"">{t(""stats.running"")}</p>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,112,stats.scheduled_tasks,"<CardTitle className=""text-sm font-medium"">{t(""stats.scheduled_tasks"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,116,stats.scheduled,"<p className=""text-xs text-muted-foreground"">{t(""stats.scheduled"")}</p>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,122,stats.reserved_tasks,"<CardTitle className=""text-sm font-medium"">{t(""stats.reserved_tasks"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,126,stats.reserved,"<p className=""text-xs text-muted-foreground"">{t(""stats.reserved"")}</p>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,132,workers.title,"<CardTitle className=""text-sm font-medium"">{t(""workers.title"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,136,workers.connected,"<p className=""text-xs text-muted-foreground"">{t(""workers.connected"")}</p>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,144,workers.title,"<CardTitle>{t(""workers.title"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,145,workers.description,"<CardDescription>{t(""workers.description"")}</CardDescription>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,151,workers.none,"<p>{t(""workers.none"")}</p>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,153,workers.none_description,"{t(""workers.none_description"")}"
Settings,src/app/(dashboard)/settings/queue/page.tsx,164,workers.active,"{t(""workers.active"")}"
Settings,src/app/(dashboard)/settings/queue/page.tsx,169,workers.active_tasks,"<div className=""text-muted-foreground"">{t(""workers.active_tasks"")}</div>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,173,workers.scheduled_tasks,"<div className=""text-muted-foreground"">{t(""workers.scheduled_tasks"")}</div>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,177,workers.reserved_tasks,"<div className=""text-muted-foreground"">{t(""workers.reserved_tasks"")}</div>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,191,queues.title,"<CardTitle>{t(""queues.title"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,192,queues.description,"<CardDescription>{t(""queues.description"")}</CardDescription>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,217,info.title,"<CardTitle>{t(""info.title"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,220,info.workers_description,"<p>• {t(""info.workers_description"")}</p>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,221,info.distribution_description,"<p>• {t(""info.distribution_description"")}</p>"
Settings,src/app/(dashboard)/settings/queue/page.tsx,222,info.scaling_description,"<p>• {t(""info.scaling_description"")}</p>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,181,page.title,"title={t(""page.title"")}"
Settings,src/app/(dashboard)/settings/storage/page.tsx,182,page.description,"desc={t(""page.description"")}"
Settings,src/app/(dashboard)/settings/storage/page.tsx,192,actions.search,"placeholder={t(""actions.search"")}"
Settings,src/app/(dashboard)/settings/storage/page.tsx,200,actions.category,"<SelectValue placeholder={t(""actions.category"")} />"
Settings,src/app/(dashboard)/settings/storage/page.tsx,203,actions.category_all,"<SelectItem value=""all"">{t(""actions.category_all"")}</SelectItem>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,204,actions.category_documents,"<SelectItem value={FileCategory.DOCUMENT}>{t(""actions.category_documents"")}</SelectItem>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,205,actions.category_images,"<SelectItem value={FileCategory.IMAGE}>{t(""actions.category_images"")}</SelectItem>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,206,actions.category_videos,"<SelectItem value={FileCategory.VIDEO}>{t(""actions.category_videos"")}</SelectItem>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,207,actions.category_audio,"<SelectItem value={FileCategory.AUDIO}>{t(""actions.category_audio"")}</SelectItem>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,208,actions.category_archives,"<SelectItem value={FileCategory.ARCHIVE}>{t(""actions.category_archives"")}</SelectItem>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,216,actions.refresh,"{t(""actions.refresh"")}"
Settings,src/app/(dashboard)/settings/storage/page.tsx,220,actions.upload,"{t(""actions.upload"")}"
Settings,src/app/(dashboard)/settings/storage/page.tsx,229,stats.total_files,"<CardTitle className=""text-sm font-medium"">{t(""stats.total_files"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,237,stats.total_size,"<CardTitle className=""text-sm font-medium"">{t(""stats.total_size"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,247,stats.categories,"<CardTitle className=""text-sm font-medium"">{t(""stats.categories"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,260,files.title,"<CardTitle>{t(""files.title"")}</CardTitle>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,274,files.empty,"<p>{t(""files.empty"")}</p>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,334,dialog.upload.title,"<DialogTitle>{t(""dialog.upload.title"")}</DialogTitle>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,336,dialog.upload.description,"{t(""dialog.upload.description"")}"
Settings,src/app/(dashboard)/settings/storage/page.tsx,346,dialog.upload.file_label,"<p>{t(""dialog.upload.file_label"")}: {selectedFile.name}</p>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,347,dialog.upload.size_label,"<p>{t(""dialog.upload.size_label"")}: {formatFileSize(selectedFile.size)}</p>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,360,dialog.upload.cancel,"{t(""dialog.upload.cancel"")}"
Settings,src/app/(dashboard)/settings/storage/page.tsx,363,dialog.upload.uploading,"{uploading ? t(""dialog.upload.uploading"") : t(""dialog.upload.confirm"")}"
Settings,src/app/(dashboard)/settings/storage/page.tsx,363,dialog.upload.confirm,"{uploading ? t(""dialog.upload.uploading"") : t(""dialog.upload.confirm"")}"
Settings,src/app/(dashboard)/settings/storage/page.tsx,373,dialog.delete.title,"<AlertDialogTitle>{t(""dialog.delete.title"")}</AlertDialogTitle>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,379,dialog.delete.cancel,"<AlertDialogCancel>{t(""dialog.delete.cancel"")}</AlertDialogCancel>"
Settings,src/app/(dashboard)/settings/storage/page.tsx,384,dialog.delete.confirm,"{t(""dialog.delete.confirm"")}"
Tasks,src/app/(dashboard)/tasks/[id]/page.tsx,78,breadcrumb.tasks,"<Link href=""/tasks"">{t(""breadcrumb.tasks"")}</Link>"
Tasks,src/app/(dashboard)/tasks/[id]/page.tsx,125,detail.assignees,"<span className=""text-muted-foreground w-24"">{t(""detail.assignees"")}</span>"
Tasks,src/app/(dashboard)/tasks/[id]/page.tsx,136, ,".split("" "")"
Tasks,src/app/(dashboard)/tasks/[id]/page.tsx,148,detail.due_date,"<span className=""text-muted-foreground w-24"">{t(""detail.due_date"")}</span>"
Tasks,src/app/(dashboard)/tasks/[id]/page.tsx,219,detail.tabs.description,"<TabsTrigger value=""description"">{t(""detail.tabs.description"")}</TabsTrigger>"
Tasks,src/app/(dashboard)/tasks/[id]/page.tsx,220,detail.tabs.comments,"<TabsTrigger value=""comments"">{t(""detail.tabs.comments"")}</TabsTrigger>"
Tasks,src/app/(dashboard)/tasks/page.tsx,48,page.title,"<h2 className=""text-2xl font-bold tracking-tight"">{t(""page.title"")}</h2>"
Tasks,src/app/(dashboard)/tasks/page.tsx,50,page.description,"{t(""page.description"")}"
Users,src/app/(dashboard)/users/[id]/page.tsx,84,breadcrumb.users,"<Link href=""/users"">{t(""breadcrumb.users"")}</Link>"
Users,src/app/(dashboard)/users/[id]/page.tsx,89,detail.breadcrumb,"<BreadcrumbPage>{t(""detail.breadcrumb"")}</BreadcrumbPage>"
Users,src/app/(dashboard)/users/[id]/page.tsx,96,detail.title,"{t(""detail.title"")}: {`${user.firstName} ${user.lastName}`}"
Users,src/app/(dashboard)/users/[id]/page.tsx,103,detail.description,"{t(""detail.description"")}"
Users,src/app/(dashboard)/users/components/data-table-toolbar.tsx,73,filter.search,"placeholder={t(""filter.search"")}"
Users,src/app/(dashboard)/users/components/data-table-toolbar.tsx,84,field.status,"title={t(""field.status"")}"
Users,src/app/(dashboard)/users/components/data-table-toolbar.tsx,96,field.role,"title={t(""field.role"")}"
Users,src/app/(dashboard)/users/components/data-table-toolbar.tsx,107,filter.reset,"{t(""filter.reset"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,61,validation.first_name_required,"firstName: z.string().min(1, { message: t(""validation.first_name_required"") }),"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,62,validation.last_name_required,"lastName: z.string().min(1, { message: t(""validation.last_name_required"") }),"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,63,validation.phone_required,"phoneNumber: z.string().min(1, { message: t(""validation.phone_required"") }),"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,66,validation.email_required,".min(1, { message: t(""validation.email_required"") })"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,67,validation.email_invalid,".email({ message: t(""validation.email_invalid"") }),"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,69,validation.role_required,"role_id: z.string().min(1, { message: t(""validation.role_required"") }),"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,271,create_dialog.title_edit,"{isEdit ? t(""create_dialog.title_edit"") : t(""create_dialog.title_create"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,271,create_dialog.title_create,"{isEdit ? t(""create_dialog.title_edit"") : t(""create_dialog.title_create"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,274,create_dialog.description_edit,"{isEdit ? t(""create_dialog.description_edit"") : t(""create_dialog.description_create"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,274,create_dialog.description_create,"{isEdit ? t(""create_dialog.description_edit"") : t(""create_dialog.description_create"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,300,fields.first_name.label,"<FormLabel>{t(""fields.first_name.label"")}</FormLabel>"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,303,fields.first_name.placeholder,"placeholder={t(""fields.first_name.placeholder"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,318,fields.last_name.label,"<FormLabel>{t(""fields.last_name.label"")}</FormLabel>"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,321,fields.last_name.placeholder,"placeholder={t(""fields.last_name.placeholder"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,338,fields.email.label,"<FormLabel>{t(""fields.email.label"")}</FormLabel>"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,342,fields.email.placeholder,"placeholder={t(""fields.email.placeholder"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,362,fields.phone_number.label,"<FormLabel>{t(""fields.phone_number.label"")}</FormLabel>"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,366,fields.phone_number.placeholder,"placeholder={t(""fields.phone_number.placeholder"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,399,fields.role.label,"<FormLabel>{t(""fields.role.label"")}</FormLabel>"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,403,fields.role.placeholder,"placeholder={t(""fields.role.placeholder"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,420,fields.password.label,"<FormLabel>{t(""fields.password.label"")}</FormLabel>"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,423,fields.password.placeholder,"placeholder={t(""fields.password.placeholder"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,475,fields.confirm_password.label,"<FormLabel>{t(""fields.confirm_password.label"")}</FormLabel>"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,479,fields.confirm_password.placeholder,"placeholder={t(""fields.confirm_password.placeholder"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,542,create_dialog.saving,"{isSubmitting ? t(""create_dialog.saving"") : t(""create_dialog.save_changes"")}"
Users,src/app/(dashboard)/users/components/users-action-dialog.tsx,542,create_dialog.save_changes,"{isSubmitting ? t(""create_dialog.saving"") : t(""create_dialog.save_changes"")}"
Users,src/app/(dashboard)/users/components/users-columns.tsx,51,field.full_name,"<DataTableColumnHeader column={column} title={t(""field.full_name"")} />"
Users,src/app/(dashboard)/users/components/users-columns.tsx,69,field.email,"<DataTableColumnHeader column={column} title={t(""field.email"")} />"
Users,src/app/(dashboard)/users/components/users-columns.tsx,78,field.phone,"<DataTableColumnHeader column={column} title={t(""field.phone"")} />"
Users,src/app/(dashboard)/users/components/users-columns.tsx,86,field.created_at,"<DataTableColumnHeader column={column} title={t(""field.created_at"")} />"
Users,src/app/(dashboard)/users/components/users-columns.tsx,98,field.last_login,"<DataTableColumnHeader column={column} title={t(""field.last_login"")} />"
Users,src/app/(dashboard)/users/components/users-columns.tsx,110,field.status,"<DataTableColumnHeader column={column} title={t(""field.status"")} />"
Users,src/app/(dashboard)/users/components/users-columns.tsx,130,field.role,"<DataTableColumnHeader column={column} title={t(""field.role"")} />"
Users,src/app/(dashboard)/users/components/users-columns.tsx,156,field.roles,"<DataTableColumnHeader column={column} title={t(""field.roles"")} />"
Users,src/app/(dashboard)/users/components/users-columns.tsx,162,detail.no_roles,"return <span className=""text-xs text-muted-foreground"">{t(""detail.no_roles"")}</span>"
Users,src/app/(dashboard)/users/components/users-columns.tsx,207,field.roles,"<h4 className=""text-sm font-semibold"">{t(""field.roles"")}</h4>"
Users,src/app/(dashboard)/users/components/users-columns.tsx,227,field.groups,"<DataTableColumnHeader column={column} title={t(""field.groups"")} />"
Users,src/app/(dashboard)/users/components/users-columns.tsx,233,detail.no_groups,"return <span className=""text-xs text-muted-foreground"">{t(""detail.no_groups"")}</span>"
Users,src/app/(dashboard)/users/components/users-columns.tsx,278,field.groups,"<h4 className=""text-sm font-semibold"">{t(""field.groups"")}</h4>"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,54,validation.email_required,".min(1, { message: t(""validation.email_required"") })"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,55,validation.email_invalid,".email({ message: t(""validation.email_invalid"") }),"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,58,validation.role_required,"role_id: z.string().min(1, { message: t(""validation.role_required"") }),"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,120,toast.error_send_invitation,"throw new Error(error.detail || t(""toast.error_send_invitation""))"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,153,invite_dialog.title,"{t(""invite_dialog.title"")}"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,156,invite_dialog.description,"{t(""invite_dialog.description"")}"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,182,fields.first_name.label,"<FormLabel>{t(""fields.first_name.label"")}</FormLabel>"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,185,fields.first_name.placeholder,"placeholder={t(""fields.first_name.placeholder"")}"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,200,fields.last_name.label,"<FormLabel>{t(""fields.last_name.label"")}</FormLabel>"
